order_id,order_date,customer,region,category,product,quantity,unit_price
ORD-10686,2/11/2025,SALEM LANES BOWLING ,VA,Safety Equipment,Fire Extinguisher,1,65.36 USD
ORD-10518,"April 09, 2025",Greenbrier  Gym Co.,SC,Office Supplies,Whiteboard,4,68.97 USD
ord 10284,03-Mar-26,Yorktown Catering Inc,sc ,CLEANING,Mop Kit,5,$39.16
ORD-11853,05-Jun-25,james river tours inc, NC,FOOD & BEVERAGE,Coffee 5lb Bag,1.0,46.02 USD
ORD-12798,10/12/25,Greenbrier Gym,VA,electronics,USB-C Dock,1,$ 95.94
ORD-14475,29-Jan-25,lighthouse daycare llc,dc,Food & Beverage,Snack Variety Box,10,37.16 USD
ORD-11046,2025-09-11,Wavecrest Hotel Co. ,VA ,safety equipment,Fire Extinguisher,2,67.77
ORD-10490,01/04/25,Foxtail Florist,D.C.,Furniture,File Cabinet,4,93.89 USD
ORD-12528,,James River Tours LLC,Washington DC,Furniture,File Cabinet,1,$ 96.39
ord 12642,"November 07, 2025",Virginia Beach Vets,Maryland,Safety Equipment,Wet Floor Signs,10,$19.17
ORD-11330,5/3/2026,Zenith HVAC ,D.C.,Furniture,Bookshelf,4,$120.56
ORD-14580,45998,Lighthouse Daycare Inc,MD,Furniture,Standing Desk,10,$384.95
ORD-14579,22-Jul-25,Redwing Auto Parts Co.,DC,Furniture,Standing Desk,2,$ 404.20
ord 12073,46107,"Oceanfront Surf Shop, Inc.",nc,Office Supplies,Stapler Set,8,$ 19.27
ORD-12366,26-May-26,Lighthouse Daycare ,North Carolina,Safety Equipment,First Aid Kit,2,$ 47.36
ord 13679,"August 15, 2025",Greenbrier Gym Inc,va,Safety Equipment,Fire Extinguisher,4,$ 65.86
ORD-12469,2026-03-16,Hilltop Hardware Co.,DC,Safety equip.,Safety Vest 10-Pack,1,$ 52.59
ord 11805,03/19/26,cardinal  pest control,Virginia,Electronics,27in Monitor,1,$ 222.51
ORD-13867,1/11/2025,Uptown Barbers,SC,Cleaning  ,Trash Liners Box,5,$23.69
ORD-14135,"May 30, 2025","Driftwood  Decor, Inc.",North Carolina,food & beverage,Snack Variety Box,1,$38.53
ORD-14467,"October 14, 2025",atlantic supply co. ,DC,Safety Equipment,Safety Vest 10-Pack,5,54.69 USD
ORD-13228,2025-03-22,Cardinal  Pest Control , NC,Furniture,Bookshelf,10,119.37
ORD-11873,23-Feb-26,"pembroke law group, inc.",VA,safety equipment,First Aid Kit,3,45.68
ORD-11869,46131,Inlet Ice Cream ,VA ,Office Supplies,Stapler Set,3,19.03
ORD-10623,10-Sep-25,Harbor Light Church,North Carolina,SAFETY EQUIPMENT,Safety Vest 10-Pack,1,49.46 USD
ORD-10116,2026-05-11,Mount Trashmore Mini Golf Company,virginia,Cleaning,Hand Soap Case,4,$ 28.21
ord 11506,2025-12-15,CHESAPEAKE  MOTORS COMPANY ,MD,Furniture,Standing Desk,10,$ 404.91
ORD-13754,"September 18, 2025","BAYVIEW DENTAL, INC.",NC,Safety Equipment,Safety Vest 10-Pack,2,53.35 USD
ORD-11142,04/19/26,Gull Point Marina,North Carolina,Cleaning,Hand Soap Case,1,30.67 USD
ORD-10143,04/11/25,Oceanfront Surf Shop Co.,md,Electronics,27in Monitor,4,$ 233.79
ORD-11750,05-Nov-25,Greenbrier Gym Inc,virginia,Food & Beverage,Coffee 5lb Bag,8,50.20
ORD-10142,45858,landstown  pediatrics llc,NC,FOOD & BEVERAGE,Water Cooler Jug,8,$13.08
ORD-14070,45683,GULL POINT MARINA LLC,SC,Cleaning  ,Disinfectant 4-Pack,8,$ 29.46
ORD-14927,7/26/2025,"marlin print shop, inc.",md,Electronics,27in Monitor,2,212.65 USD
ORD-10992,02/16/26,Kempsville Karate Co.,sc ,Safety Equipment,Safety Vest 10-Pack,4,52.94
ORD-10275,22-Mar-26,first colony realty,va,Food & Beverage,Snack Variety Box,5,36.21 USD
ord 12817,03/11/25,Ironclad Fitness,Virginia,Office Supplies,Ink Cartridge,1,$31.01
ORD-14892,04/22/26,quality crab co ,South Carolina,FURNITURE,File Cabinet,3,$ 104.36
ORD-14298,"January 04, 2026",Marlin Print Shop , NC,SAFETY EQUIPMENT,Fire Extinguisher,3,$ 67.46
ORD-13329,08/25/25,driftwood decor inc,SC,Cleaning,Hand Soap Case,1,$28.76
ord 14036,13-Jun-25,QUALITY CRAB CO CO.,South Carolina,Electronics,Wireless Mouse,8,25.72 USD
ORD-14013,"April 27, 2026",FOXTAIL FLORIST CO.,MD,Safety Equipment,Wet Floor Signs,1,20.09
ORD-12612,2026-05-21,SALEM LANES BOWLING INC ,dc,Furniture,Standing Desk,1,$404.85
ORD-13694,2025-04-29,"UPTOWN BARBERS, INC.",virginia,Safety Equipment,Safety Vest 10-Pack,1,55.02
ORD-12781,2025-10-17,Eastline  Logistics,va,Furniture,Standing Desk,1.0,$381.88
ORD-10652,2025-06-15,KETTLE & CRUMB BAKERY,VA,Electronics,27in Monitor,2,$215.13
,12/20/25,Marlin Print Shop Co.,md,ELECTRONICS,Wireless Mouse,5,25.58 USD
ORD-12961,03/12/25,Wavecrest Hotel Company,D.C.,Furniture,Standing Desk,1,$375.02
ORD-14783,46099,Eastline Logistics Co.,Washington DC,Food & Beverage,Water Cooler Jug,1,13.57
ORD-13521,46044,OCEANFRONT SURF SHOP,md,furniture,File Cabinet,1,101.59 USD
ORD-12094,6/10/2025,Eastline Logistics,md,Food & Beverage,Snack Variety Box,3,37.37
ord 10104,46121,eastline  logistics,md,ELECTRONICS,USB-C Dock,1,85.14 USD
ORD-14061,2025-04-22,Ironclad Fitness LLC ,MD,Food & Beverage,Water Cooler Jug,10,13.44
ORD-10509,2025-12-18,Norfolk Notary,South Carolina,Cleaning,Hand Soap Case,2,$ 30.09
,19-Jul-25,Jetty Joe's Tackle,South Carolina, Furniture,Bookshelf,4,$ 115.39
ORD-14957,45920,gull  point marina,sc ,cleaning,Hand Soap Case,3,31.70 USD
ORD-12092,45703,GULL POINT MARINA CO., NC,SAFETY EQUIPMENT,Wet Floor Signs,4,19.52
ORD-13674,"October 05, 2025",nansemond nursery,DC,Safety equip.,Safety Vest 10-Pack,1,"5,086.00 USD"
ORD-10972,45668,Foxtail Florist,DC,office supplies,Ink Cartridge,4,$ 30.94
ORD-13495,"August 25, 2025",driftwood decor llc,nc,Furniture,Standing Desk,2,417.43 USD
ORD-14335,1/3/2026,Bayview  Dental,VA,Office Supplies,Stapler Set,2,17.59 USD
ORD-14384,2025-05-12,Redwing Auto Parts,South Carolina,Office Supplies,Whiteboard,3,62.10 USD
ORD-14768,02-Sep-25,Harbor Light Church Inc ,DC,Cleaning,Mop Kit,3,$ 39.44
ORD-11593,05/18/26,Beacon Bookkeeping, NC,Electronics,Label Printer,2,$132.87
ORD-12988,46050,Lighthouse Daycare,sc ,Furniture,Bookshelf,2,116.32 USD
ord 10344,46029,mount trashmore mini golf company ,sc ,Food & Beverage,Coffee 5lb Bag,2,47.57 USD
ORD-13632,8/23/2025,TIDEWATER ROOFING,virginia,Office Supplies,Ink Cartridge,5,$31.49
ORD-13885,10-Apr-26,Beacon Bookkeeping, NC,Safety Equipment,Safety Vest 10-Pack,1,52.41 USD
ORD-10355,"July 09, 2025",jetty joe's tackle co.,md,Electronics ,Wireless Mouse,5,24.63 USD
ord 11421,01/21/25,DOMINION CAFE, NC,furniture,File Cabinet,1,$ 105.53
ORD-14481,45757,kettle & crumb bakery inc,D.C.,Furnture,Standing Desk,3,413.95 USD
ORD-12064,2026-03-03,Greenbrier  Gym Inc,SC,Electronics ,Label Printer,2,143.91
ORD-13086,2026-01-09,driftwood decor,SC,Cleaning,Hand Soap Case,1,29.44
ORD-13773,06/20/25,YORKTOWN  CATERING INC ,dc,Safety Equipment,Safety Vest 10-Pack,3,49.66
ORD-14426,11/15/25,HARBOR LIGHT CHURCH COMPANY ,D.C.,Cleaning,Hand Soap Case,1,28.65 USD
ord 12683,08/06/25,"virginia beach vets, inc.",dc,office supplies,Whiteboard,3,$63.42
ORD-12947,"January 19, 2025",Inlet  Ice Cream Company ,md,Food & Beverage,Coffee 5lb Bag,1,$51.70
ORD-12812,"January 13, 2026",landstown pediatrics inc,md,food & beverage,Water Cooler Jug,3,$13.64
ORD-10715,"June 04, 2025","Driftwood Decor, Inc.",NC,ELECTRONICS,Label Printer,1.0,135.88
ORD-14941,9/21/2025,first colony realty,Maryland,Food & Beverage,Coffee 5lb Bag,1,48.97
ORD-11681,2025-10-28,Atlantic Supply,NC,Furniture,Standing Desk,8,416.28
ORD-12322,2025-04-18,"Virginia  Beach Vets, Inc.",VA,CLEANING,Mop Kit,2,$37.16
ORD-11368,"October 28, 2025",Jetty Joe's Tackle LLC,md,Cleaning,Trash Liners Box,1,$23.33
ORD-10598,46014,ZENITH HVAC,DC,office supplies,Whiteboard,3,$63.91
ORD-10562,05/07/25,Bayview Dental Co.,Washington DC,Electronics ,27in Monitor,5,$226.96
,"December 02, 2025",Kettle & Crumb Bakery Inc ,dc,furniture,Bookshelf,10,$ 110.03
ORD-12663,,Driftwood Decor, NC,Safety Equipment,Fire Extinguisher,1,$66.28
ORD-10441,46045,Greenbrier Gym Co.,D.C.,Office Supplies,Ink Cartridge,4,$33.24
ORD-10784,2026-03-03,GULL POINT MARINA,DC,F&B,Coffee 5lb Bag,3,$51.70
ORD-12014,45855,IRONCLAD FITNESS COMPANY,VA,Furniture,File Cabinet,3,$ 98.66
ORD-14517,08-Apr-26,Driftwood Decor Inc,Virginia,Electronics,USB-C Dock,3,91.09 USD
ORD-12797,20-Mar-25,Wavecrest Hotel Inc,SC,Ofice Supplies,Ink Cartridge,10,$33.16
ORD-13569,5/17/2025,Uptown Barbers Inc,VA,Cleening,Hand Soap Case,3,$ 28.94
ORD-11015,1/22/2026,foxtail florist llc ,-,Safety Equipment,Safety Vest 10-Pack,1,50.67
ORD-12115,4/30/2026,IRONCLAD FITNESS INC , NC,Office Supplies,Stapler Set,1,$19.53
ORD-11606,22-Nov-25,norfolk notary ,MD,Electronics,USB-C Dock,1,93.00 USD
ORD-10576,28-Dec-25,KETTLE  & CRUMB BAKERY CO.,nc,Cleening,Trash Liners Box,10,21.99
ORD-13153,09/15/25,NANSEMOND NURSERY LLC,dc,ELECTRONICS,27in Monitor,2,$ 213.61
ORD-10857,16-Mar-25,"Oceanfront Surf Shop, Inc.",Washington DC,Electronics,27in Monitor,4,230.12
ORD-13574,10/9/2025,GREENBRIER GYM,VA,Office Supplies,Whiteboard,4,69.11 USD
ORD-13546,5/19/2026,Zenith HVAC,VA,Cleaning,Trash Liners Box,1,$23.16
ORD-12557,04/14/26,Oceanfront Surf Shop Inc,D.C.,Cleaning,Hand Soap Case,1,$ 30.35
ORD-13058,2026-01-28,UPTOWN BARBERS COMPANY,VA ,FURNITURE,Standing Desk,2,406.09
ORD-10220,45879,Uptown Barbers ,va,office supplies,Stapler Set,8,18.42
ORD-11649,"December 11, 2025",Nansemond  Nursery,va,Cleaning,Trash Liners Box,4,$23.25
ORD-14317,02/15/26,Emerald Cleaners Co. ,VA,Furniture,File Cabinet,8,$105.56
ORD-14112,9/10/2025,Inlet Ice Cream Inc,D.C.,Cleaning,Hand Soap Case,8,29.71
ORD-10968,06/30/25,Pembroke Law Group,dc,cleaning,Mop Kit,3,$ 36.18
ORD-11650,2025-05-08,Eastline Logistics ,NC,Electronics ,USB-C Dock,2,$ 86.89
ORD-10927,46026,james river tours co.,virginia,Furniture,Task Chair,2,167.22
ORD-14666,10/2/2025,Eastline  Logistics,sc ,Office Supplies,Copy Paper Case,2,42.82 USD
ORD-13075,45947,EASTLINE LOGISTICS LLC,South Carolina,Food & Beverage,Coffee 5lb Bag,1,50.05
ORD-14365,"February 14, 2025",LANDSTOWN PEDIATRICS COMPANY,MD,Cleaning,Disinfectant 4-Pack,1,$27.75
ORD-14528,2/21/2026,"Virginia Beach Vets, Inc.",dc,Food & Beverage,Water Cooler Jug,2,$ 13.63
ORD-14444,45996,eastline  logistics,nc,Food & Beverage,Coffee 5lb Bag,1,$50.01
ORD-14550,30-Apr-25,"Hilltop Hardware, Inc.",D.C.,Cleaning,Disinfectant 4-Pack,4,27.59 USD
ORD-11882,02-Dec-25,GULL POINT MARINA COMPANY,SC,Electronics ,27in Monitor,2,217.16 USD
ORD-10350,"August 22, 2025",Dominion Cafe Company ,md,Food & Beverage,Water Cooler Jug,10,13.46
ORD-13995,2025-12-03,"osprey  optics, inc. ",VA, Furniture,Task Chair,5,164.88
ORD-13967,8/20/2025,inlet ice cream company,Washington DC,Electronics,USB-C Dock,5,92.92
ORD-10505,2026-04-12,dominion  cafe,DC,Office Supplies,Ink Cartridge,4,$31.02
ord 12754,8/2/2025,beacon bookkeeping co. ,Virginia,Food & Beverage,Water Cooler Jug,8,12.73 USD
ORD-11501,45796,JAMES  RIVER TOURS LLC,SC,Safety Equipment,Safety Vest 10-Pack,5,54.22 USD
ord 10343,17-Aug-25,QUALITY CRAB CO INC,md,office supplies,Whiteboard,2,$ 65.89
ORD-10436,11/27/2025,Salem Lanes Bowling Inc,DC,Safety equip.,Safety Vest 10-Pack,1,$ 54.80
ORD-14124,4/13/2025,UPTOWN BARBERS ,MD,Safety Equipment,First Aid Kit,3,$ 42.87
ORD-11764,2025-07-12,QUALITY CRAB CO COMPANY,D.C.,Electronics,Label Printer,10,$ 141.05
ord 10250,11/03/25,Hilltop Hardware,MD,Furniture,Bookshelf,1,118.73 USD
ORD-11829,46161,Zenith HVAC ,D.C.,Food & Beverage,Tea Sampler,1,20.60
ORD-10160,12/16/25,MOUNT TRASHMORE MINI GOLF LLC ,nc,Furniture,Bookshelf,4,$111.42
ORD-14713,5/8/2026,Harbor Light Church,South Carolina,Electronics ,27in Monitor,8,$221.29
ORD-10063,2026-04-21,virginia beach vets,Virginia,Safety Equipment,First Aid Kit,2,46.34 USD
ord 14958,03/15/26,Driftwood Decor Company,va,Office Supplies,Whiteboard,1,$ 66.52
ORD-10348,"March 30, 2026",Salem Lanes Bowling ,South Carolina,Cleening,Hand Soap Case,2,29.14
ord 10864,"November 05, 2025",Marlin  Print Shop Company,DC,Safety Equipment,Fire Extinguisher,8,$67.53
ORD-11877,04/21/26,DOMINION CAFE, NC,Cleaning,Mop Kit,5.0,38.81
ord 14046,45974,Salem Lanes Bowling Company ,sc ,Cleaning  ,Disinfectant 4-Pack,10,$26.54
,"October 06, 2025","Oceanfront Surf Shop, Inc. ",North Carolina,Ofice Supplies,Whiteboard,4,66.48
ord 13487,"February 26, 2026",HILLTOP HARDWARE,VA,FOOD & BEVERAGE,Snack Variety Box,8,35.15 USD
ORD-11163,2026-05-08,Oceanfront Surf Shop,Washington DC,Electroncs,Wireless Mouse,2,25.86
ORD-12062,46077,Greenbrier Gym Co. ,Maryland,Cleaning,Hand Soap Case,2,$30.17
ORD-12349,8/14/2025,Tidewater Roofing,Maryland,cleaning,Hand Soap Case,2.0,29.57 USD
ORD-14643,10/15/2025,"Nansemond Nursery, Inc. ", NC,Furniture,Bookshelf,10,$109.66
ORD-12924,1/26/2025,Uptown Barbers Company, NC,ELECTRONICS,Label Printer,1,129.62 USD
ORD-12130,2025-02-12,"driftwood decor, inc.",NC,Office Supplies,Copy Paper Case,8,$41.80
,07-Mar-25,GULL POINT MARINA CO.,South Carolina,Food & Beverage,Coffee 5lb Bag,10.0,48.71 USD
ORD-14915,46095,foxtail florist llc,Virginia,Cleaning  ,Trash Liners Box,2,$ 24.27
ORD-10210,"April 10, 2026",Nansemond Nursery,Virginia,FURNITURE,File Cabinet,2,$ 101.48
ORD-11418,"March 01, 2026",DOMINION CAFE INC,NC,Electronics,Wireless Mouse,8,26.41
ORD-12973,2025-04-02,cardinal  pest control company,virginia,Food & Beverage,Water Cooler Jug,1,$ 13.76
ORD-12689,"January 05, 2025",Redwing Auto Parts LLC,virginia,Electroncs,USB-C Dock,4,$ 86.38
ORD-11072,2026-01-11,chesapeake motors company,sc ,Electronics,USB-C Dock,8,$95.21
ORD-10896,2025-03-28,Tidewater Roofing Co.,VA ,Cleaning,Trash Liners Box,10,$22.97
ORD-10293,22-Dec-25,Oceanfront Surf Shop Co.,NC,Food and Beverage,Water Cooler Jug,3,$12.24
ORD-13807,45664,Foxtail Florist,Maryland,Electronics,USB-C Dock,1,92.29
ORD-11954,11/15/25,Beacon  Bookkeeping Co. ,MD,Office supplies,Ink Cartridge,2,31.15
ORD-11892,"May 08, 2026",Yorktown Catering LLC,D.C., Furniture,Standing Desk,4,379.88
ORD-14097,45980,Pembroke Law Group Co.,VA ,Furniture,Standing Desk,4.0,415.54
ORD-11357,45755,REDWING AUTO PARTS LLC ,Maryland,Electronics,Label Printer,1,128.61
ord 12765,"November 30, 2025",Greenbrier Gym Inc ,D.C.,Cleaning,Hand Soap Case,4,28.61 USD
ORD-13525,46082,Redwing  Auto Parts,South Carolina,Office Supplies,Ink Cartridge,4,34.16 USD
ORD-10276,46053,"Jetty Joe's Tackle, Inc.", NC,Cleaning,Hand Soap Case,4.0,28.85
ORD-13615,16-Feb-26,ZENITH HVAC INC,D.C.,Safety equip.,Safety Vest 10-Pack,10,$54.71
ORD-10952,"May 09, 2025",Quality Crab Co,NC,Furniture,Task Chair,2,$165.73
ORD-14737,03-Jun-25,Lighthouse Daycare, NC,safety equipment,Wet Floor Signs,1,$ 21.49
ORD-12211,45665,Yorktown Catering,South Carolina,Office Supplies,Whiteboard,8,61.28 USD
ORD-13446,2026-01-01,Mount Trashmore Mini Golf LLC ,Washington DC,Office Supplies,Ink Cartridge,10,32.97
,02/05/26,"Harbor Light Church, Inc.",NC,Electronics ,Label Printer,8.0,$ 139.33
ORD-14389,21-Apr-25,Osprey  Optics,sc ,Cleaning,Trash Liners Box,5,$ 22.37
ORD-11831,8/21/2025,xpress  couriers inc,VA ,FOOD & BEVERAGE,Snack Variety Box,8.0,$35.50
ORD-10099,03-Jul-25,Osprey Optics,North Carolina,Electronics,Label Printer,10,$ 137.70
ORD-10497,29-Mar-26,Salem  Lanes Bowling Company ,North Carolina,Office Supplies,Copy Paper Case,2,41.52
ORD-11210,45690,Tidewater  Roofing Company ,nc,OFFICE SUPPLIES,Stapler Set,3,17.76
ORD-10917,3/17/2026,Landstown Pediatrics ,md,ELECTRONICS,USB-C Dock,2,89.30
ORD-14180,46046,james  river tours,md,Furniture,File Cabinet,5,$ 105.16
ORD-12251,01/26/26,Uptown Barbers Company,MD,Safety Equipment,First Aid Kit,1,43.57
ORD-13503,07-Feb-26,"IRONCLAD FITNESS, INC.",Washington DC,Furnture,Task Chair,3,170.12 USD
ORD-14200,45786,Nansemond Nursery,MD,Electroncs,27in Monitor,2,$ 213.47
ORD-13540,1/25/2026,Foxtail Florist,South Carolina,Office Supplies,Ink Cartridge,2,$33.37
ORD-14872,45885,Redwing Auto Parts ,sc ,Electronics,Label Printer,2,$133.28
ORD-13235,08/30/25,CHESAPEAKE  MOTORS,md,Food & Beverage,Water Cooler Jug,8,12.32
ORD-10683,04/23/25,"NANSEMOND NURSERY, INC.",South Carolina,Furniture,Bookshelf,2,109.65
ORD-14398,"November 24, 2025",bayview  dental inc,North Carolina,Safety Equipment,Wet Floor Signs,4,20.25
ORD-12820,2025-12-23,Greenbrier Gym Company,nc,Office Supplies,Stapler Set,5,19.63 USD
ord 10182,07-Oct-25,"CARDINAL PEST CONTROL, INC. ",South Carolina,furniture,Standing Desk,3,385.13
ord 14865,2025-11-07,Beacon Bookkeeping Inc ,Virginia,Furniture,Standing Desk,1,$ 404.83
ORD-11050,07/15/25,Inlet Ice Cream Co. ,va,Electronics,Label Printer,5,134.47 USD
ORD-10930,04/15/26,xpress couriers ,North Carolina,Furniture,Standing Desk,8,393.62
ORD-14116,05/11/26,kettle & crumb bakery,NC,Safety Equipment,First Aid Kit,8,47.00 USD
ORD-14985,45798,Chesapeake Motors, NC,Furniture,Bookshelf,10,$ 113.40
ORD-12662,46076,Pembroke Law Group,na,safety equipment,Fire Extinguisher,8,$ 64.87
ORD-12522,"April 22, 2026",Wavecrest  Hotel Co.,VA ,Electroncs,Wireless Mouse,2,$ 25.67
ORD-13920,46141,Zenith HVAC Co. ,NC,Food & Beverage,Tea Sampler,2,$22.89
ORD-11341,10/6/2025,MARLIN PRINT SHOP ,SC,Food & Beverage,Water Cooler Jug,3,13.19
ORD-12113,"May 21, 2026",HARBOR LIGHT CHURCH,Virginia,OFFICE SUPPLIES,Stapler Set,10,$ 18.96
ORD-11740,10/23/2025,Xpress Couriers LLC ,MD,Office Supplies,Ink Cartridge,5,33.23 USD
ORD-12620,45955,LIGHTHOUSE DAYCARE COMPANY,North Carolina,Furniture,File Cabinet,4,94.20
ORD-10014,26-Apr-25,Kettle & Crumb Bakery Inc,SC,FOOD & BEVERAGE,Water Cooler Jug,1,$12.44
ORD-10305,"June 05, 2025",Eastline  Logistics Co.,Washington DC,Electroncs,27in Monitor,1,$216.34
ORD-10212,10-Nov-25,Ironclad Fitness,NC,Electroncs,Wireless Mouse,1,24.66 USD
ORD-11752,45988,"Foxtail Florist, Inc.",MD,ELECTRONICS,27in Monitor,10,$214.42
,"September 14, 2025","dominion cafe, inc.",VA,Safety Equipment,Wet Floor Signs,10,19.01 USD
ORD-13301,45724,Mount Trashmore Mini Golf LLC,virginia,Office Supplies,Copy Paper Case,2,$41.02
ORD-12081,"January 07, 2026",Bayview Dental LLC,Virginia,cleaning,Disinfectant 4-Pack,10.0,$ 27.47
ORD-11462,09/12/25,Nansemond Nursery Company,MD,Cleaning,Disinfectant 4-Pack,3,28.52
ORD-11947,2025-08-05,Dominion Cafe,nc,CLEANING,Hand Soap Case,2,28.94 USD
ORD-13982,05-Dec-25,REDWING AUTO PARTS INC,Washington DC,Cleaning  ,Mop Kit,2,$39.67
ORD-11676,45794,nansemond nursery ,nc,Food & Beverage,Coffee 5lb Bag,10,49.49
ORD-11010,"August 29, 2025",Hilltop Hardware LLC ,dc,ELECTRONICS,Wireless Mouse,2,24.13
ORD-10263,11-May-25,Redwing  Auto Parts Company,nc,ELECTRONICS,USB-C Dock,1,$ 94.86
ord 12661,5/7/2025,Harbor Light Church LLC,DC,Furniture,Standing Desk,1,374.59 USD
ORD-14460,11/16/25,OCEANFRONT SURF SHOP CO.,Washington DC,Furniture,Bookshelf,2,110.02 USD
ORD-14650,2025-04-04,Nansemond  Nursery LLC,NC,Food & Beverage,Water Cooler Jug,1,$ 12.87
ord 11899,"June 16, 2025","chesapeake motors, inc.",MD,Electronics,27in Monitor,1,$ 220.86
ORD-14382,12-Apr-25,LANDSTOWN PEDIATRICS,MD,Food & Beverage,Coffee 5lb Bag,1,49.51 USD
ORD-10372,12-Mar-25,Pembroke Law Group,NC,Electronics,Label Printer,1,139.29
ORD-14458,10/31/2025,"beacon bookkeeping, inc.",SC,Furnture,Standing Desk,1,$372.07
ORD-12280,1/28/2025,Norfolk  Notary,MD,Safety Equipment,Fire Extinguisher,1,$68.91
ORD-10588,45658,jetty joe's tackle company,sc ,Food & Beverage,Water Cooler Jug,3,$ 12.66
ord 13171,45683,Greenbrier Gym Co.,Virginia,Safety equip.,Safety Vest 10-Pack,8,$54.00
ORD-10175,1/15/2026,beacon bookkeeping inc,nc,Office supplies,Stapler Set,3,19.95 USD
ORD-10482,25-Sep-25,Mount Trashmore Mini Golf Inc,nc,Food & Beverage,Coffee 5lb Bag,8,$48.15
ORD-14109,"February 21, 2026",Virginia Beach Vets,Virginia,Cleaning,Disinfectant 4-Pack,3.0,$ 28.12
ORD-10979,2025-07-11,Landstown Pediatrics,dc,Safety Eqipment,Fire Extinguisher,1,$66.96
ORD-11053,07/12/25,Emerald Cleaners Co.,D.C.,Cleaning  ,Mop Kit,4,38.11 USD
ORD-11032,"June 01, 2025",Foxtail  Florist Inc,Washington DC,CLEANING,Hand Soap Case,4,29.84
ORD-13360,4/9/2025,Cardinal Pest Control Inc,Maryland,Furniture,File Cabinet,1,95.70
ORD-11097,"October 31, 2025",GULL POINT MARINA,SC,Electronics,Label Printer,5,139.06
ORD-12607,2025-05-22,Ironclad Fitness LLC,Maryland,Office supplies,Stapler Set,2,19.50
ORD-12433,08/27/25,landstown pediatrics llc ,-,Electroncs,USB-C Dock,10.0,85.97
ORD-11902,07/31/25,Atlantic Supply LLC,SC,Food & Beverage,Tea Sampler,1,$20.71
ORD-11091,17-May-25,JAMES RIVER TOURS CO.,na,Food & Beverage,Tea Sampler,8,$21.02
ORD-12560,"November 04, 2025","Hilltop  Hardware, Inc.",sc ,Office Supplies,Ink Cartridge,1,33.91
ORD-12031,05/28/25,"PEMBROKE LAW GROUP, INC.",null,Safety Equipment,Safety Vest 10-Pack,4,$55.56
ORD-14968,45686,PEMBROKE LAW GROUP,  ,Food & Beverage,Water Cooler Jug,2,$13.09
ORD-10102,45733,Uptown Barbers ,SC,Cleaning,Mop Kit,2,$ 39.13
ORD-14576,2/3/2026,Hilltop Hardware Inc,NC,Furniture,Bookshelf,1,108.51 USD
ORD-12323,12-Sep-25,salem lanes bowling,Maryland,Safety Equipment,First Aid Kit,1,$47.11
ORD-14940,28-Apr-25,Eastline Logistics ,md,Cleaning,Disinfectant 4-Pack,5,27.40
ord 12586,46005,Bayview Dental Inc ,md,Cleaning,Hand Soap Case,1,30.00 USD
ORD-11075,45681,Oceanfront Surf Shop Inc,SC,Electronics,USB-C Dock,8,91.60
ORD-13457,46058,"oceanfront  surf shop, inc. ",South Carolina,Office Supplies,Whiteboard,3,$67.32
ORD-11883,46165,Landstown Pediatrics, NC,ELECTRONICS,Wireless Mouse,2,25.77 USD
ORD-11061,02/02/26,Inlet Ice Cream,Maryland,FOOD & BEVERAGE,Water Cooler Jug,8,$ 12.71
ORD-12197,2025-07-31,NORFOLK NOTARY,md,Electronics,USB-C Dock,3,$ 88.61
ORD-10862,9/30/2025,kettle  & crumb bakery co.,North Carolina,Food and Beverage,Tea Sampler,8,21.68 USD
ORD-11625,46064,"Mount  Trashmore Mini Golf, Inc. ",Maryland,Electronics,Label Printer,1,$129.64
ORD-11129,20-Feb-25,"WAVECREST HOTEL, INC.",Virginia,Food & Beverage,Water Cooler Jug,5,13.75 USD
ord 12882,27-Dec-25,gull point marina inc,NC,Food & Beverage,Tea Sampler,2,22.82 USD
ORD-12380,"June 14, 2025",Wavecrest  Hotel ,dc,Furniture,Standing Desk,5,370.47
ORD-10232,46073,gull point marina,VA,Office Supplies,Stapler Set,8,$ 17.64
ORD-13247,12/29/25,Kettle & Crumb Bakery Company,dc,Cleaning,Hand Soap Case,5,29.06
ORD-12958,46079,atlantic  supply inc,VA,safety equipment,Wet Floor Signs,1,$21.35
ORD-12502,08/03/25,JETTY JOE'S TACKLE ,NC,electronics,27in Monitor,2,220.33 USD
ORD-12824,2/23/2026,"WAVECREST HOTEL, INC.",SC,Furniture,Task Chair,10,$156.08
ORD-13380,"September 30, 2025",GREENBRIER GYM,sc ,Safety Equipment,Fire Extinguisher,2,$ 69.54
ORD-10028,10-May-25,hilltop  hardware,nc,Ofice Supplies,Whiteboard,8,65.03
ORD-11089,2025-11-02,Jetty Joe's Tackle Inc,nc,safety equipment,Wet Floor Signs,1,19.14 USD
ORD-11058,30-Apr-25,"Oceanfront  Surf Shop, Inc.",nc,Office Supplies,Copy Paper Case,1,43.28 USD
ORD-10336,04/05/25,Marlin Print Shop Co.,md,CLEANING,Hand Soap Case,1,$28.62
ORD-11854,4/21/2025,GREENBRIER GYM,sc ,Electronics ,USB-C Dock,4,$88.33
ORD-14693,04/26/25,Emerald  Cleaners Company,South Carolina,OFFICE SUPPLIES,Stapler Set,10,$ 19.75
ORD-14138,2026-02-12,Oceanfront Surf Shop LLC ,D.C.,Food & Beverage,Snack Variety Box,10,$35.81
