order_id,order_date,customer,region,category,product,quantity,unit_price,revenue
,2025-05-16,Tidewater Roofing,SC,Food & Beverage,Coffee 5lb Bag,2.0,47.16,94.32
ORD-11349,2025-08-30,Beacon Bookkeeping,NC,Furniture,File Cabinet,1.0,104.53,104.53
ORD-12003,2026-04-13,Inlet Ice Cream,NC,Safety Equipment,Fire Extinguisher,2.0,67.01,134.02
ORD-13686,2026-04-18,James River Tours,DC,Electronics,USB-C Dock,3.0,87.94,263.82
ORD-11370,2025-05-04,Nansemond Nursery,NC,Office Supplies,Copy Paper Case,4.0,41.77,167.08
ORD-10602,2025-10-10,Harbor Light Church,NC,Furniture,Task Chair,10.0,172.73,1727.3
ORD-13737,2025-02-19,Virginia Beach Vets,VA,Safety Equipment,Fire Extinguisher,5.0,66.75,333.75
ORD-12853,2025-12-27,Oceanfront Surf Shop,SC,Cleaning,Trash Liners Box,5.0,24.43,122.15
ORD-10492,2025-09-22,Uptown Barbers,SC,Food & Beverage,Snack Variety Box,2.0,36.87,73.74
ORD-14523,2025-12-22,Cardinal Pest Control,VA,Cleaning,Disinfectant 4-Pack,5.0,28.17,140.85000000000002
ORD-11737,2025-08-13,Foxtail Florist,NC,Office Supplies,Copy Paper Case,2.0,41.43,82.86
ORD-10087,2025-11-19,Atlantic Supply,VA,Safety Equipment,Wet Floor Signs,2.0,21.31,42.62
,2025-10-23,Marlin Print Shop,MD,Food & Beverage,Snack Variety Box,4.0,38.38,153.52
ORD-13300,2025-08-17,Jetty Joes Tackle,MD,Safety Equipment,Fire Extinguisher,2.0,71.25,142.5
ORD-10042,2025-11-15,James River Tours,DC,Electronics,Wireless Mouse,10.0,24.15,241.5
ORD-13552,2025-10-21,Hilltop Hardware,SC,Food & Beverage,Tea Sampler,10.0,21.76,217.60000000000002
ORD-12761,2025-04-07,Pembroke Law Group,DC,Cleaning,Hand Soap Case,3.0,31.29,93.87
ORD-13019,2025-04-08,Mount Trashmore Mini Golf,SC,Cleaning,Disinfectant 4-Pack,3.0,29.75,89.25
ORD-14403,2026-02-24,James River Tours,NC,Furniture,File Cabinet,1.0,100.65,100.65
ORD-11447,2025-03-31,Oceanfront Surf Shop,SC,Furniture,File Cabinet,1.0,95.37,95.37
ORD-14270,2026-05-27,Oceanfront Surf Shop,DC,Safety Equipment,Fire Extinguisher,2.0,65.96,131.92
ORD-12667,2026-03-23,Dominion Cafe,DC,Safety Equipment,Fire Extinguisher,10.0,64.02,640.1999999999999
ORD-11710,2025-02-08,Mount Trashmore Mini Golf,SC,Electronics,USB-C Dock,1.0,87.2,87.2
ORD-10034,2026-04-13,Osprey Optics,,Electronics,Label Printer,4.0,137.39,549.56
ORD-11228,2025-11-07,Oceanfront Surf Shop,NC,Safety Equipment,First Aid Kit,2.0,47.63,95.26
ORD-14436,2026-05-19,Norfolk Notary,DC,Office Supplies,Whiteboard,4.0,66.27,265.08
ORD-14300,2025-02-10,First Colony Realty,NC,Food & Beverage,Water Cooler Jug,4.0,12.14,48.56
ORD-14014,2026-04-30,Chesapeake Motors,DC,Office Supplies,Stapler Set,2.0,17.91,35.82
ORD-11863,2025-01-25,Bayview Dental,DC,Cleaning,Hand Soap Case,1.0,31.02,31.02
ORD-10451,2025-05-21,Kempsville Karate,MD,Furniture,Standing Desk,5.0,390.77,1953.85
ORD-11215,2025-10-12,Pembroke Law Group,VA,Furniture,File Cabinet,1.0,99.36,99.36
ORD-10680,2025-08-28,Oceanfront Surf Shop,DC,Office Supplies,Ink Cartridge,8.0,31.49,251.92
ORD-11459,2026-05-15,Marlin Print Shop,MD,Cleaning,Mop Kit,1.0,37.57,37.57
ORD-10071,2025-01-26,Osprey Optics,NC,Cleaning,Trash Liners Box,1.0,23.39,23.39
ORD-14111,2026-02-21,Virginia Beach Vets,,Food & Beverage,Water Cooler Jug,1.0,13.71,13.71
ORD-11088,2025-10-28,Salem Lanes Bowling,SC,Cleaning,Trash Liners Box,2.0,21.9,43.8
ORD-13850,2025-08-10,Yorktown Catering,VA,Safety Equipment,Safety Vest 10-Pack,5.0,55.51,277.55
ORD-11969,2025-09-17,Lighthouse Daycare,VA,Cleaning,Mop Kit,2.0,36.63,73.26
ORD-11059,2025-03-03,Quality Crab,SC,Office Supplies,Copy Paper Case,8.0,42.27,338.16
ORD-12079,2025-09-24,Yorktown Catering,NC,Furniture,File Cabinet,1.0,104.09,104.09
ORD-13579,2025-06-18,Zenith HVAC,SC,Electronics,Wireless Mouse,1.0,26.47,26.47
ORD-14350,2025-11-29,Norfolk Notary,NC,Furniture,File Cabinet,3.0,104.5,313.5
ORD-10875,2026-01-23,Osprey Optics,NC,Furniture,File Cabinet,4.0,100.47,401.88
,2025-03-03,Driftwood Decor,NC,Electronics,27in Monitor,4.0,209.59,838.36
ORD-14993,2025-11-23,Hilltop Hardware,DC,Safety Equipment,Wet Floor Signs,2.0,20.48,40.96
ORD-13244,2025-01-08,Inlet Ice Cream,NC,Food & Beverage,Tea Sampler,3.0,21.81,65.42999999999999
ORD-10740,2025-05-04,Jetty Joes Tackle,MD,Cleaning,Hand Soap Case,10.0,28.22,282.2
ORD-11878,2026-04-29,Gull Point Marina,NC,Safety Equipment,First Aid Kit,8.0,42.92,343.36
ORD-10763,2025-09-03,Beacon Bookkeeping,NC,Furniture,Task Chair,1.0,152.13,152.13
ORD-14536,2026-05-18,Wavecrest Hotel,MD,Office Supplies,Whiteboard,5.0,61.71,308.55
ORD-11435,2025-05-11,Atlantic Supply,SC,Safety Equipment,Fire Extinguisher,1.0,69.18,69.18
ORD-12600,2025-02-06,Virginia Beach Vets,NC,Office Supplies,Copy Paper Case,4.0,43.78,175.12
ORD-14936,2025-03-19,Kempsville Karate,SC,Cleaning,Disinfectant 4-Pack,2.0,28.9,57.8
ORD-13091,2025-03-05,Nansemond Nursery,NC,Food & Beverage,Water Cooler Jug,4.0,12.61,50.44
ORD-14625,2026-05-03,Nansemond Nursery,NC,Furniture,File Cabinet,8.0,95.17,761.36
ORD-10428,2025-09-06,Virginia Beach Vets,,Office Supplies,Whiteboard,10.0,63.12,631.1999999999999
ORD-13450,2025-10-27,Ironclad Fitness,VA,Furniture,Bookshelf,1.0,114.04,114.04
ORD-14129,2026-05-16,Salem Lanes Bowling,DC,Cleaning,Disinfectant 4-Pack,1.0,28.93,28.93
ORD-14478,2025-12-27,Hilltop Hardware,MD,Safety Equipment,Safety Vest 10-Pack,1.0,53.94,53.94
ORD-12174,2025-03-26,Quality Crab,SC,Electronics,USB-C Dock,1.0,87.97,87.97
ORD-10714,2026-03-23,James River Tours,MD,Office Supplies,Whiteboard,5.0,64.25,321.25
ORD-11634,2025-11-18,Marlin Print Shop,DC,Office Supplies,Ink Cartridge,4.0,32.53,130.12
ORD-10020,2025-04-20,Eastline Logistics,DC,Office Supplies,Copy Paper Case,5.0,45.28,226.4
ORD-12306,2025-08-16,Kettle Crumb Bakery,DC,Office Supplies,Ink Cartridge,4.0,30.71,122.84
ORD-11102,2025-04-01,Inlet Ice Cream,MD,Office Supplies,Copy Paper Case,2.0,41.82,83.64
ORD-11201,2025-06-24,Redwing Auto Parts,VA,Cleaning,Hand Soap Case,3.0,28.82,86.46000000000001
ORD-12214,2025-05-08,Chesapeake Motors,VA,Cleaning,Trash Liners Box,10.0,24.46,244.60000000000002
ORD-12471,2025-03-18,Atlantic Supply,SC,Electronics,USB-C Dock,3.0,84.98,254.94
ORD-14544,2026-05-22,Emerald Cleaners,SC,Furniture,Standing Desk,4.0,389.18,1556.72
ORD-11096,2025-03-29,Wavecrest Hotel,DC,Office Supplies,Stapler Set,2.0,19.66,39.32
ORD-10031,2025-08-06,Xpress Couriers,NC,Office Supplies,Ink Cartridge,5.0,32.89,164.45
ORD-14028,2025-07-09,Chesapeake Motors,DC,Electronics,Wireless Mouse,2.0,25.25,50.5
ORD-12011,2025-11-20,Driftwood Decor,MD,Furniture,Bookshelf,8.0,115.85,926.8
ORD-13322,2025-12-26,Beacon Bookkeeping,VA,Safety Equipment,Fire Extinguisher,8.0,65.07,520.56
ORD-12746,2025-02-11,Virginia Beach Vets,,Safety Equipment,First Aid Kit,10.0,43.45,434.5
ORD-13604,2025-01-30,First Colony Realty,SC,Furniture,Standing Desk,3.0,386.6,1159.8000000000002
ORD-11325,2026-02-20,Lighthouse Daycare,MD,Furniture,File Cabinet,4.0,102.2,408.8
ORD-12641,2025-10-07,Norfolk Notary,VA,Office Supplies,Copy Paper Case,2.0,41.43,82.86
ORD-13775,2025-05-10,Greenbrier Gym,DC,Office Supplies,Stapler Set,1.0,18.06,18.06
ORD-13074,2025-02-10,Harbor Light Church,NC,Safety Equipment,Wet Floor Signs,10.0,21.2,212.0
ORD-14484,2025-06-17,Greenbrier Gym,,Furniture,Standing Desk,5.0,418.0,2090.0
ORD-13761,2025-11-03,Driftwood Decor,SC,Cleaning,Hand Soap Case,5.0,28.71,143.55
ORD-11033,2025-02-25,Osprey Optics,DC,Furniture,File Cabinet,1.0,101.79,101.79
ORD-12445,2026-05-02,Driftwood Decor,MD,Electronics,USB-C Dock,3.0,96.12,288.36
ORD-14674,2025-04-18,Cardinal Pest Control,MD,Food & Beverage,Water Cooler Jug,1.0,12.87,12.87
ORD-13551,2025-05-31,Emerald Cleaners,MD,Furniture,Bookshelf,2.0,112.5,225.0
,2025-08-31,Osprey Optics,MD,Office Supplies,Ink Cartridge,1.0,31.33,31.33
ORD-11711,2025-08-03,Dominion Cafe,NC,Safety Equipment,Fire Extinguisher,8.0,69.91,559.28
ORD-13197,2026-02-10,Chesapeake Motors,NC,Office Supplies,Copy Paper Case,2.0,41.15,82.3
ORD-13118,2025-12-22,Quality Crab,DC,Office Supplies,Ink Cartridge,5.0,32.49,162.45000000000002
ORD-12102,2026-03-18,Foxtail Florist,SC,Safety Equipment,Wet Floor Signs,1.0,19.06,19.06
ORD-10002,2025-04-03,Zenith HVAC,SC,Electronics,27in Monitor,4.0,218.9,875.6
ORD-13404,2025-04-25,Landstown Pediatrics,VA,Furniture,File Cabinet,1.0,96.69,96.69
ORD-10027,2025-11-29,Gull Point Marina,MD,Cleaning,Disinfectant 4-Pack,8.0,29.28,234.24
ORD-13065,2026-01-31,Yorktown Catering,SC,Cleaning,Hand Soap Case,8.0,29.03,232.24
ORD-13231,2025-04-11,Tidewater Roofing,VA,Office Supplies,Ink Cartridge,10.0,32.15,321.5
ORD-13154,2025-09-21,Quality Crab,MD,Food & Beverage,Coffee 5lb Bag,4.0,50.88,203.52
ORD-12242,2025-04-15,Redwing Auto Parts,VA,Office Supplies,Stapler Set,2.0,19.55,39.1
ORD-10023,2026-02-24,Virginia Beach Vets,VA,Cleaning,Disinfectant 4-Pack,3.0,28.19,84.57000000000001
ORD-12903,2026-05-23,Hilltop Hardware,NC,Furniture,Bookshelf,1.0,120.79,120.79
ORD-12201,2025-05-28,Kettle Crumb Bakery,VA,Electronics,Label Printer,3.0,141.92,425.76
ORD-14959,2025-04-08,Hilltop Hardware,MD,Electronics,Label Printer,1.0,135.87,135.87
ORD-13117,2025-05-14,Xpress Couriers,,Furniture,Task Chair,2.0,160.81,321.62
ORD-14967,2025-05-03,Inlet Ice Cream,SC,Safety Equipment,Fire Extinguisher,5.0,70.43,352.15000000000003
ORD-14505,2025-08-28,Norfolk Notary,VA,Electronics,Wireless Mouse,1.0,24.97,24.97
ORD-13405,2025-05-26,Chesapeake Motors,VA,Safety Equipment,Fire Extinguisher,1.0,67.35,67.35
ORD-14590,2026-02-23,Ironclad Fitness,NC,Cleaning,Mop Kit,1.0,35.6,35.6
ORD-10307,2025-07-07,Uptown Barbers,MD,Food & Beverage,Coffee 5lb Bag,2.0,50.99,101.98
ORD-10114,2025-04-16,Beacon Bookkeeping,SC,Food & Beverage,Coffee 5lb Bag,1.0,48.17,48.17
ORD-12482,2025-10-21,Beacon Bookkeeping,MD,Safety Equipment,First Aid Kit,10.0,46.06,460.6
ORD-14022,2025-07-12,Xpress Couriers,DC,Food & Beverage,Snack Variety Box,1.0,35.13,35.13
ORD-14609,2025-05-25,Gull Point Marina,VA,Office Supplies,Ink Cartridge,1.0,31.78,31.78
ORD-13084,2025-01-11,Kettle Crumb Bakery,MD,Furniture,Bookshelf,8.0,115.38,923.04
ORD-11513,2025-01-28,Uptown Barbers,VA,Electronics,27in Monitor,1.0,215.65,215.65
ORD-11137,2026-03-07,Redwing Auto Parts,DC,Safety Equipment,Safety Vest 10-Pack,4.0,51.38,205.52
ORD-13709,2026-01-01,First Colony Realty,VA,Cleaning,Hand Soap Case,4.0,29.91,119.64
ORD-11422,2025-09-25,Pembroke Law Group,NC,Furniture,Task Chair,8.0,153.02,1224.16
ORD-13587,2025-07-06,Atlantic Supply,VA,Furniture,Task Chair,4.0,158.72,634.88
ORD-14098,2026-04-06,Greenbrier Gym,MD,Safety Equipment,Safety Vest 10-Pack,2.0,51.45,102.9
ORD-12394,2026-01-14,Oceanfront Surf Shop,VA,Electronics,27in Monitor,3.0,225.78,677.34
ORD-12590,2025-12-17,Oceanfront Surf Shop,SC,Furniture,Bookshelf,10.0,114.17,1141.7
ORD-12241,2025-09-23,Xpress Couriers,DC,Office Supplies,Stapler Set,10.0,19.6,196.0
ORD-12353,2026-01-05,Tidewater Roofing,VA,Electronics,Label Printer,1.0,133.47,133.47
ORD-13504,2025-03-01,Chesapeake Motors,VA,Furniture,Bookshelf,1.0,109.89,109.89
ORD-12404,2026-05-01,Quality Crab,SC,Food & Beverage,Snack Variety Box,4.0,34.94,139.76
ORD-14566,2026-02-10,James River Tours,SC,Safety Equipment,Wet Floor Signs,8.0,20.81,166.48
ORD-12523,2025-10-12,Norfolk Notary,NC,Safety Equipment,Safety Vest 10-Pack,1.0,55.6,55.6
ORD-10561,2026-03-31,Xpress Couriers,MD,Office Supplies,Ink Cartridge,5.0,30.23,151.15
ORD-11155,2025-10-06,Atlantic Supply,NC,Food & Beverage,Water Cooler Jug,5.0,13.54,67.69999999999999
ORD-13271,2026-01-17,Foxtail Florist,NC,Food & Beverage,Water Cooler Jug,2.0,13.23,26.46
,2025-08-10,Atlantic Supply,MD,Furniture,File Cabinet,1.0,95.64,95.64
ORD-12408,2025-07-01,Driftwood Decor,SC,Cleaning,Mop Kit,3.0,36.65,109.94999999999999
ORD-14485,2025-12-13,Beacon Bookkeeping,MD,Food & Beverage,Snack Variety Box,4.0,34.31,137.24
,2026-01-15,Mount Trashmore Mini Golf,SC,Office Supplies,Stapler Set,1.0,18.63,18.63
ORD-11828,2025-02-21,Hilltop Hardware,SC,Electronics,27in Monitor,1.0,212.47,212.47
ORD-12248,2026-02-11,Jetty Joes Tackle,SC,Safety Equipment,Safety Vest 10-Pack,1.0,51.53,51.53
ORD-10663,2025-04-05,Hilltop Hardware,NC,Furniture,Standing Desk,1.0,412.62,412.62
,2025-01-08,Norfolk Notary,SC,Safety Equipment,Safety Vest 10-Pack,2.0,51.39,102.78
ORD-10094,2025-11-18,Cardinal Pest Control,NC,Safety Equipment,Safety Vest 10-Pack,4.0,49.71,198.84
ORD-12658,2025-03-11,Driftwood Decor,SC,Furniture,Bookshelf,1.0,112.24,112.24
ORD-10949,2025-06-17,Eastline Logistics,MD,Cleaning,Trash Liners Box,1.0,24.82,24.82
ORD-14251,2025-09-01,Zenith HVAC,DC,Food & Beverage,Tea Sampler,1.0,21.43,21.43
ORD-12556,2026-03-15,Inlet Ice Cream,SC,Safety Equipment,First Aid Kit,2.0,44.48,88.96
ORD-11826,2025-12-02,Gull Point Marina,VA,Safety Equipment,Fire Extinguisher,3.0,64.38,193.14
ORD-10004,2025-01-10,Chesapeake Motors,NC,Cleaning,Hand Soap Case,2.0,28.7,57.4
ORD-12065,2026-05-26,Norfolk Notary,DC,Furniture,Task Chair,4.0,164.95,659.8
ORD-11206,2025-01-10,Zenith HVAC,SC,Cleaning,Disinfectant 4-Pack,5.0,26.66,133.3
ORD-11701,2025-10-01,Oceanfront Surf Shop,SC,Office Supplies,Whiteboard,4.0,66.52,266.08
ORD-10620,2025-12-03,Nansemond Nursery,SC,Electronics,Wireless Mouse,10.0,26.93,269.3
ORD-13256,2025-01-26,Nansemond Nursery,NC,Safety Equipment,First Aid Kit,1.0,47.44,47.44
,2025-02-26,Hilltop Hardware,SC,Electronics,27in Monitor,2.0,224.54,449.08
ORD-13464,2025-09-02,James River Tours,VA,Food & Beverage,Coffee 5lb Bag,5.0,45.96,229.8
ORD-13649,2025-11-01,Cardinal Pest Control,VA,Office Supplies,Copy Paper Case,5.0,43.81,219.05
ORD-11170,2026-03-20,Chesapeake Motors,DC,Furniture,Standing Desk,8.0,389.52,3116.16
ORD-11669,2025-11-05,Marlin Print Shop,VA,Food & Beverage,Tea Sampler,4.0,21.6,86.4
ORD-11457,2025-01-24,Osprey Optics,MD,Office Supplies,Ink Cartridge,1.0,32.25,32.25
ORD-10697,2026-01-26,Gull Point Marina,NC,Food & Beverage,Water Cooler Jug,2.0,12.9,25.8
ORD-14425,2025-06-04,Cardinal Pest Control,SC,Safety Equipment,Safety Vest 10-Pack,2.0,49.64,99.28
ORD-13033,2025-08-14,Mount Trashmore Mini Golf,NC,Cleaning,Trash Liners Box,5.0,23.69,118.45
ORD-14762,2026-04-17,Lighthouse Daycare,MD,Office Supplies,Stapler Set,5.0,17.6,88.0
ORD-10268,2025-09-29,Salem Lanes Bowling,NC,Office Supplies,Whiteboard,1.0,61.83,61.83
ORD-12742,2026-05-15,Atlantic Supply,VA,Electronics,Label Printer,10.0,134.65,1346.5
ORD-13431,2026-05-04,Redwing Auto Parts,SC,Safety Equipment,Safety Vest 10-Pack,2.0,50.56,101.12
ORD-12918,2025-02-03,Zenith HVAC,MD,Food & Beverage,Tea Sampler,1.0,21.28,21.28
ORD-12931,2025-07-13,Landstown Pediatrics,NC,Furniture,Task Chair,4.0,155.55,622.2
ORD-11145,2026-01-04,Kempsville Karate,DC,Furniture,Standing Desk,1.0,387.53,387.53
ORD-14073,2026-01-04,Xpress Couriers,NC,Electronics,USB-C Dock,2.0,88.19,176.38
,2025-02-17,Mount Trashmore Mini Golf,SC,Safety Equipment,Fire Extinguisher,3.0,72.5,217.5
ORD-11348,2025-05-30,Hilltop Hardware,MD,Furniture,Standing Desk,8.0,387.29,3098.32
ORD-13056,2025-10-22,Dominion Cafe,SC,Safety Equipment,First Aid Kit,4.0,43.32,173.28
ORD-10817,2025-08-27,Nansemond Nursery,NC,Food & Beverage,Coffee 5lb Bag,3.0,47.07,141.21
ORD-13903,2026-03-07,Mount Trashmore Mini Golf,NC,Electronics,USB-C Dock,8.0,94.86,758.88
ORD-10693,2025-04-16,Cardinal Pest Control,MD,Furniture,Task Chair,10.0,152.1,1521.0
ORD-14450,2025-04-12,Ironclad Fitness,NC,Electronics,USB-C Dock,1.0,85.28,85.28
ORD-14437,2025-04-09,Landstown Pediatrics,VA,Electronics,USB-C Dock,3.0,86.49,259.46999999999997
ORD-14235,2025-08-08,Lighthouse Daycare,SC,Electronics,Wireless Mouse,3.0,26.1,78.30000000000001
ORD-14685,2025-04-07,Beacon Bookkeeping,NC,Safety Equipment,Fire Extinguisher,2.0,69.15,138.3
ORD-14259,2026-01-23,Xpress Couriers,MD,Safety Equipment,Safety Vest 10-Pack,8.0,53.35,426.8
ORD-14363,2025-02-18,Jetty Joes Tackle,DC,Furniture,Standing Desk,1.0,381.79,381.79
ORD-10231,2025-08-31,Tidewater Roofing,DC,Furniture,Standing Desk,8.0,378.74,3029.92
ORD-11760,2025-01-18,Harbor Light Church,VA,Furniture,Standing Desk,1.0,381.3,381.3
ORD-10962,2025-11-30,Beacon Bookkeeping,MD,Electronics,USB-C Dock,2.0,84.74,169.48
ORD-10167,2025-11-15,Jetty Joes Tackle,VA,Food & Beverage,Tea Sampler,4.0,23.01,92.04
ORD-14005,2025-02-28,Greenbrier Gym,SC,Furniture,Task Chair,5.0,161.95,809.75
ORD-13833,2025-12-05,Bayview Dental,SC,Food & Beverage,Snack Variety Box,8.0,35.19,281.52
ORD-13790,2025-08-20,Virginia Beach Vets,MD,Safety Equipment,First Aid Kit,8.0,47.97,383.76
ORD-12339,2025-04-11,Kettle Crumb Bakery,MD,Electronics,USB-C Dock,10.0,93.0,930.0
ORD-10500,2025-11-16,Bayview Dental,NC,Safety Equipment,Fire Extinguisher,3.0,68.82,206.45999999999998
ORD-12093,2025-05-08,Harbor Light Church,NC,Furniture,File Cabinet,1.0,106.2,106.2
ORD-13654,2025-12-22,Inlet Ice Cream,SC,Electronics,USB-C Dock,2.0,84.93,169.86
ORD-13929,2025-09-23,Virginia Beach Vets,DC,Furniture,Standing Desk,5.0,372.88,1864.4
ORD-12455,2025-11-10,Landstown Pediatrics,DC,Furniture,Standing Desk,1.0,413.79,413.79
ORD-14241,2025-08-30,Bayview Dental,NC,Safety Equipment,Wet Floor Signs,8.0,21.16,169.28
ORD-12330,2025-11-11,First Colony Realty,NC,Furniture,Bookshelf,10.0,119.65,1196.5
ORD-10571,2025-04-15,Emerald Cleaners,DC,Safety Equipment,Fire Extinguisher,1.0,65.69,65.69
ORD-10062,2025-09-02,Virginia Beach Vets,SC,Office Supplies,Whiteboard,3.0,62.98,188.94
ORD-11519,2026-05-20,Ironclad Fitness,SC,Office Supplies,Copy Paper Case,2.0,41.75,83.5
ORD-12273,2025-09-09,Greenbrier Gym,SC,Electronics,USB-C Dock,2.0,94.56,189.12
ORD-11272,2025-05-14,Jetty Joes Tackle,,Office Supplies,Ink Cartridge,2.0,33.72,67.44
ORD-13486,2025-11-17,Atlantic Supply,NC,Cleaning,Disinfectant 4-Pack,2.0,27.68,55.36
ORD-12640,2025-07-10,Bayview Dental,SC,Food & Beverage,Water Cooler Jug,10.0,12.73,127.30000000000001
ORD-13386,2025-04-10,Dominion Cafe,DC,Food & Beverage,Water Cooler Jug,1.0,13.35,13.35
ORD-13455,2025-09-11,Oceanfront Surf Shop,VA,Cleaning,Disinfectant 4-Pack,4.0,28.47,113.88
ORD-12720,2026-04-17,Mount Trashmore Mini Golf,MD,Food & Beverage,Water Cooler Jug,4.0,12.89,51.56
ORD-12105,2025-11-27,James River Tours,SC,Electronics,27in Monitor,1.0,214.17,214.17
ORD-10656,2026-05-21,Quality Crab,NC,Office Supplies,Whiteboard,1.0,65.02,65.02
ORD-12346,2025-01-19,Pembroke Law Group,VA,Cleaning,Trash Liners Box,10.0,24.47,244.7
ORD-12368,2025-05-27,Foxtail Florist,NC,Safety Equipment,Safety Vest 10-Pack,1.0,51.78,51.78
ORD-12880,2025-11-17,Kettle Crumb Bakery,DC,Office Supplies,Copy Paper Case,8.0,44.34,354.72
ORD-11616,2025-04-16,Oceanfront Surf Shop,MD,Cleaning,Trash Liners Box,5.0,21.9,109.5
ORD-11936,2025-01-29,Ironclad Fitness,NC,Food & Beverage,Snack Variety Box,3.0,37.06,111.18
ORD-13330,2025-11-13,Harbor Light Church,,Safety Equipment,Safety Vest 10-Pack,4.0,51.42,205.68
ORD-10526,2025-07-29,Norfolk Notary,SC,Safety Equipment,Wet Floor Signs,2.0,20.94,41.88
ORD-14283,2025-01-17,Lighthouse Daycare,DC,Food & Beverage,Tea Sampler,5.0,23.18,115.9
ORD-11328,2025-09-09,Tidewater Roofing,SC,Safety Equipment,Safety Vest 10-Pack,1.0,53.83,53.83
ORD-10676,2025-09-18,Mount Trashmore Mini Golf,NC,Safety Equipment,Safety Vest 10-Pack,8.0,49.97,399.76
ORD-12293,2025-09-12,Gull Point Marina,SC,Food & Beverage,Coffee 5lb Bag,5.0,51.38,256.90000000000003
ORD-14924,2026-05-31,Oceanfront Surf Shop,SC,Furniture,Bookshelf,10.0,113.12,1131.2
ORD-11438,2025-09-14,Oceanfront Surf Shop,SC,Food & Beverage,Tea Sampler,5.0,22.11,110.55
ORD-10471,2025-03-17,Virginia Beach Vets,MD,Cleaning,Hand Soap Case,2.0,28.66,57.32
ORD-11749,2025-01-04,Chesapeake Motors,VA,Cleaning,Disinfectant 4-Pack,2.0,26.53,53.06
ORD-13727,2026-04-25,Quality Crab,VA,Office Supplies,Whiteboard,1.0,62.75,62.75
ORD-10584,2026-05-03,Pembroke Law Group,SC,Food & Beverage,Water Cooler Jug,1.0,12.72,12.72
ORD-14435,2025-04-03,Zenith HVAC,SC,Furniture,Bookshelf,10.0,112.21,1122.1
ORD-12700,2025-12-03,Bayview Dental,DC,Electronics,27in Monitor,1.0,227.29,227.29
ORD-13961,2025-11-11,Norfolk Notary,DC,Safety Equipment,First Aid Kit,8.0,45.02,360.16
ORD-12104,2026-03-31,Jetty Joes Tackle,DC,Electronics,Label Printer,3.0,136.73,410.18999999999994
ORD-11431,2026-04-12,Dominion Cafe,SC,Electronics,USB-C Dock,8.0,92.63,741.04
ORD-10535,2026-02-07,Bayview Dental,SC,Safety Equipment,First Aid Kit,4.0,48.34,193.36
ORD-12978,2025-12-10,Driftwood Decor,DC,Office Supplies,Ink Cartridge,10.0,31.71,317.1
ORD-11398,2025-10-13,Wavecrest Hotel,DC,Furniture,File Cabinet,5.0,94.5,472.5
ORD-13860,2025-08-05,Bayview Dental,NC,Cleaning,Hand Soap Case,1.0,29.58,29.58
ORD-12706,2026-03-24,Kempsville Karate,NC,Safety Equipment,Safety Vest 10-Pack,4.0,54.77,219.08
ORD-10346,2026-01-06,Norfolk Notary,DC,Electronics,Label Printer,2.0,142.62,285.24
ORD-13794,2026-04-30,Inlet Ice Cream,NC,Office Supplies,Copy Paper Case,10.0,40.45,404.5
ORD-14922,2025-05-28,Atlantic Supply,VA,Food & Beverage,Snack Variety Box,3.0,36.55,109.64999999999999
ORD-11852,2025-01-03,Mount Trashmore Mini Golf,DC,Safety Equipment,First Aid Kit,2.0,45.87,91.74
ORD-11640,2025-05-17,Gull Point Marina,MD,Furniture,File Cabinet,5.0,99.79,498.95000000000005
ORD-11168,2025-05-05,Pembroke Law Group,NC,Electronics,USB-C Dock,1.0,87.11,87.11
ORD-13785,2026-03-18,Landstown Pediatrics,VA,Electronics,USB-C Dock,4.0,86.25,345.0
ORD-10389,2025-06-03,Mount Trashmore Mini Golf,VA,Safety Equipment,Fire Extinguisher,2.0,64.52,129.04
ORD-12657,2025-12-19,Landstown Pediatrics,MD,Office Supplies,Stapler Set,2.0,17.73,35.46
ORD-11654,2026-02-07,Emerald Cleaners,NC,Office Supplies,Whiteboard,4.0,66.88,267.52
ORD-14103,2025-05-11,Atlantic Supply,VA,Electronics,Wireless Mouse,1.0,26.92,26.92
ORD-11266,2025-04-20,Yorktown Catering,DC,Office Supplies,Whiteboard,10.0,68.9,689.0
ORD-11759,2026-01-31,Inlet Ice Cream,NC,Cleaning,Mop Kit,1.0,38.38,38.38
ORD-13650,2026-05-29,Mount Trashmore Mini Golf,SC,Food & Beverage,Water Cooler Jug,1.0,13.07,13.07
ORD-13849,2026-01-16,Zenith HVAC,DC,Safety Equipment,First Aid Kit,10.0,47.94,479.4
ORD-10840,2025-06-13,Inlet Ice Cream,MD,Furniture,Task Chair,1.0,170.76,170.76
ORD-13434,2025-10-01,Cardinal Pest Control,NC,Furniture,Standing Desk,1.0,403.88,403.88
ORD-11062,2025-07-19,Salem Lanes Bowling,SC,Office Supplies,Ink Cartridge,1.0,31.61,31.61
ORD-10202,2025-05-30,Atlantic Supply,SC,Furniture,Bookshelf,1.0,119.01,119.01
ORD-13408,2025-09-19,Bayview Dental,SC,Cleaning,Hand Soap Case,10.0,29.57,295.7
ORD-14611,2025-10-19,James River Tours,SC,Food & Beverage,Coffee 5lb Bag,4.0,46.52,186.08
ORD-13659,2025-05-15,Wavecrest Hotel,VA,Office Supplies,Whiteboard,5.0,64.42,322.1
ORD-14417,2025-10-28,Redwing Auto Parts,NC,Electronics,USB-C Dock,3.0,92.68,278.04
